year,make,model,trim,exterior_color,interior_color,drivetrain,fuel_type,transmission,mileage,in_accident,1_owner,personal_used,price
2014,Dodge,Grand Caravan,AVP/SE,Deep Cherry Red Crystal Pearlcoat,Black / Light Graystone,Front-wheel Drive,E85 Flex Fuel,Automatic,99720,FALSE,FALSE,FALSE,9999
2019,Dodge,Charger,GT,White Knuckle Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,39644,FALSE,TRUE,TRUE,29955
2022,Dodge,Charger,SXT,Torred Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,8757,FALSE,TRUE,TRUE,37955
2021,Dodge,Challenger,R/T Scat Pack,White Knuckle Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,26670,FALSE,TRUE,TRUE,45988
2019,Dodge,Challenger,SXT,Triple Nickel Clearcoat,Black,Rear-wheel Drive,Gasoline,Automatic,65973,FALSE,TRUE,TRUE,21900
2021,Dodge,Durango,SRT 392 AWD,Redline 2 Coat Pearl,Black,All-wheel Drive,Gasoline,Automatic,22027,FALSE,TRUE,TRUE,67900
2016,Dodge,Challenger,SXT,Granite Pearlcoat,Black,Rear-wheel Drive,Gasoline,Automatic,64278,FALSE,FALSE,TRUE,21900
2015,Dodge,Journey,Crossroad,White,Black,Front-wheel Drive,Gasoline,Automatic,85586,FALSE,TRUE,TRUE,13715
2015,Dodge,Dart,SE,Bright White Clearcoat,Black,Front-wheel Drive,Gasoline,6-Speed Manual,60695,FALSE,FALSE,TRUE,12999
2018,Dodge,Charger,SXT,Maximum Steel Metallic,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,5156,TRUE,FALSE,FALSE,24199
2016,Dodge,Journey,SXT,Billet Silver Metallic Clearcoat,Black / Red,All-wheel Drive,Gasoline,Automatic,69992,FALSE,FALSE,FALSE,17499
2019,Dodge,Charger,R/T,Pitch Black Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,21546,FALSE,TRUE,TRUE,31699
2019,Dodge,Challenger,R/T Scat Pack,Indigo Blue,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,13194,TRUE,FALSE,FALSE,39899
2017,Dodge,Charger,Daytona 340,Contusion Blue Pearlcoat,Brazen Gold,Rear-wheel Drive,Gasoline,8-Speed Automatic,15301,TRUE,TRUE,FALSE,34495
2018,Dodge,Journey,SE,White Noise,Black,Front-wheel Drive,Gasoline,4-Speed Automatic,64892,FALSE,FALSE,TRUE,15999
2012,Dodge,Grand Caravan,SE/AVP,Gray,Black,Front-wheel Drive,E85 Flex Fuel,Automatic,0,FALSE,TRUE,TRUE,10900
2020,Dodge,Challenger,R/T Scat Pack,Hellraisin,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,15,TRUE,TRUE,TRUE,44959
2019,Dodge,Charger,R/T,Pitch Black Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,59523,TRUE,FALSE,FALSE,27950
2014,Dodge,Durango,R/T,Billet Silver Metallic Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,61784,TRUE,TRUE,TRUE,23950
2015,Dodge,Challenger,R/T Scat Pack,Bright White Clearcoat,Black / Ruby Red,Rear-wheel Drive,Gasoline,8-Speed Automatic,62361,TRUE,FALSE,TRUE,26950
2019,Dodge,Charger,SXT,Maximum Steel Clearcoat Metallic,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,63278,TRUE,TRUE,FALSE,21999
2019,Dodge,Charger,R/T,Granite Pearlcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,42765,FALSE,TRUE,FALSE,29499
2018,Dodge,Challenger,SXT,Destroyer Gray Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,90456,FALSE,FALSE,FALSE,17499
2018,Dodge,Journey,SE,Pitch Black Clearcoat,Black,Front-wheel Drive,Gasoline,4-Speed Automatic,39327,TRUE,FALSE,FALSE,17099
2019,Dodge,Challenger,R/T,Granite Pearlcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,0,TRUE,FALSE,TRUE,28299
2019,Dodge,Durango,SXT Plus,DB Black Clearcoat,Black,RWD,Gasoline,8-Speed Automatic,53374,FALSE,TRUE,TRUE,28999
2019,Dodge,Durango,SXT Plus,DB Black Clearcoat,Black,RWD,Gasoline,8-Speed Automatic,53374,FALSE,TRUE,TRUE,28999
2017,Dodge,Grand Caravan,GT,White Knuckle Clearcoat,Black,Front-wheel Drive,Gasoline,Automatic,0,FALSE,FALSE,FALSE,13900
2018,Dodge,Durango,SRT,White Knuckle Clearcoat,Black,All-wheel Drive,Gasoline,8-Speed Automatic,61828,FALSE,FALSE,TRUE,43999
2019,Dodge,Challenger,R/T,Pitch Black Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,100914,TRUE,FALSE,FALSE,21993
2018,Dodge,Challenger,SRT Hellcat,Pitch Black Clearcoat,Demonic Red / Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,33396,FALSE,FALSE,TRUE,59999
2019,Dodge,Charger,SXT,White Knuckle Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,57294,TRUE,FALSE,FALSE,20999
2019,Dodge,Charger,SRT Hellcat,Pitch Black Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,61371,TRUE,TRUE,TRUE,59995
2018,Dodge,Durango,GT,Redline 2 Coat Pearl,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,52010,FALSE,FALSE,TRUE,31450
2022,Dodge,Durango,SXT RWD,Destroyer Gray Clearcoat,Black,Rear-wheel Drive,Gasoline,Automatic,7790,FALSE,TRUE,TRUE,37245
2021,Dodge,Durango,GT,DB Black Crystal Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,45149,FALSE,TRUE,TRUE,37821
2012,Dodge,Avenger,SE,Tungsten Metallic,Black,Front-wheel Drive,Gasoline,Automatic,125400,TRUE,FALSE,FALSE,6895
2018,Dodge,Charger,SXT Plus,Octane Red Pearlcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,13240,TRUE,FALSE,FALSE,24485
2017,Dodge,Challenger,SXT,Pitch Black Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,43587,TRUE,FALSE,FALSE,22995
2018,Dodge,Charger,R/T,Billet Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,78124,FALSE,FALSE,FALSE,24995
2013,Dodge,Challenger,R/T,Granite Crystal Metallic,Dark Slate Gray,Rear-wheel Drive,Gasoline,5-Speed Automatic,90737,TRUE,FALSE,TRUE,15995
2019,Dodge,Challenger,GT,Destroyer Gray Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,96601,TRUE,FALSE,TRUE,20495
2014,Dodge,Challenger,SXT,Black Clearcoat,Dark Slate Gray,Rear-wheel Drive,Gasoline,5-Speed Automatic,185457,TRUE,FALSE,FALSE,9795
2016,Dodge,Challenger,SXT,Bright White Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,73527,TRUE,FALSE,TRUE,20495
2010,Dodge,Challenger,SE,Toreador Red,Dark Slate Gray,Rear-wheel Drive,Gasoline,5-Speed Automatic,108741,TRUE,FALSE,TRUE,12895
2016,Dodge,Journey,SXT,Granite Crystal Clearcoat Metallic,Black / Red,Front-wheel Drive,Gasoline,Automatic,67166,TRUE,FALSE,TRUE,14395
2001,Dodge,Grand Caravan,Sport,WHITE,GRAY,Front-wheel Drive,E85 Flex Fuel,Automatic,238320,TRUE,FALSE,FALSE,2995
2016,Dodge,Grand Caravan,SXT,SILVER,BLACK,Front-wheel Drive,Gasoline,Automatic,75939,FALSE,FALSE,FALSE,10995
2019,Dodge,Charger,SXT,GREY,BLACK,Rear-wheel Drive,Gasoline,Automatic,32436,FALSE,FALSE,FALSE,18500
2014,Dodge,Grand Caravan,SXT,Bright White Clearcoat,Black / Light Graystone,Front-wheel Drive,E85 Flex Fuel,Automatic,104544,FALSE,FALSE,FALSE,12995
2018,Dodge,Charger,SXT Plus,White Knuckle,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,50764,FALSE,FALSE,TRUE,22999
2016,Dodge,Journey,SE,Pearl White Tri-Coat,Black,Front-wheel Drive,Gasoline,Automatic,83175,FALSE,TRUE,TRUE,11795
2001,Dodge,Ram 1500,Quad Cab,Red,Black,Rear-wheel Drive,Gasoline,Manual,79474,FALSE,FALSE,TRUE,10995
2014,Dodge,Challenger,R/T,Black Clearcoat,Dark Slate Gray,Rear-wheel Drive,Gasoline,Automatic,68817,FALSE,TRUE,TRUE,21478
2019,Dodge,Grand Caravan,GT,Octane Red Pearlcoat,Black,Front-wheel Drive,Gasoline,Automatic,82782,FALSE,TRUE,FALSE,16700
2019,Dodge,Grand Caravan,GT,Octane Red Pearlcoat,Black,Front-wheel Drive,Gasoline,Automatic,54631,TRUE,FALSE,FALSE,19495
2017,Dodge,Challenger,SXT,Granite Pearlcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,55004,FALSE,TRUE,TRUE,25955
2019,Dodge,Charger,R/T,Triple Nickel Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,29686,TRUE,TRUE,TRUE,39555
2019,Dodge,Charger,Scat Pack,Granite Pearlcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,40599,FALSE,TRUE,TRUE,41995
2021,Dodge,Charger,GT,Frostbite,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,26009,FALSE,TRUE,TRUE,34995
2019,Dodge,Durango,R/T,White Knuckle Clearcoat,Black,All-wheel Drive,Gasoline,8-Speed Automatic,60406,FALSE,FALSE,FALSE,42988
2018,Dodge,Grand Caravan,SE,Silver,Black,Front-wheel Drive,E85 Flex Fuel,Automatic,77779,FALSE,FALSE,TRUE,15999
2021,Dodge,Charger,Scat Pack,F8 Green,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,30197,FALSE,FALSE,TRUE,48500
2019,Dodge,Journey,GT,Silver,Red,All-wheel Drive,Gasoline,Automatic,63634,TRUE,FALSE,FALSE,19999
2019,Dodge,Journey,SE,Pitch Black Clearcoat,Black,Front-wheel Drive,Gasoline,4-Speed Automatic,73598,FALSE,FALSE,TRUE,19000
2016,Dodge,Challenger,SXT,Granite Crystal Clearcoat Metallic,Black / Sepia,Rear-wheel Drive,Gasoline,8-Speed Automatic,65937,FALSE,FALSE,TRUE,23980
2019,Dodge,Challenger,SXT,Octane Red Pearlcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,53242,TRUE,TRUE,TRUE,27995
2017,Ford,Focus RS,Base,Stealth Gray,Charcoal Black,All-wheel Drive,Gasoline,6-Speed Manual,94871,TRUE,TRUE,TRUE,27991
2008,Ford,Explorer,XLT,White Suede Metallic,Camel,Rear-wheel Drive,Gasoline,6-Speed Automatic,110294,FALSE,FALSE,TRUE,7488
2021,Ford,Bronco,Badlands,Cyber Orange Metallic Tricoat,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,22495,FALSE,TRUE,TRUE,52990
2018,Ford,Transit-150,XLT,Oxford White,Charcoal,Rear-wheel Drive,Gasoline,6-Speed Automatic,55343,FALSE,FALSE,FALSE,38990
2016,Ford,Shelby GT350,Base,Avalanche Gray,Ebony,Rear-wheel Drive,Gasoline,6-Speed Manual,37105,TRUE,FALSE,TRUE,48488
2020,Ford,F-150,Lariat,Agate Black Metallic,Medium Light Camel,Four-wheel Drive,Gasoline,10-Speed Automatic,65196,FALSE,TRUE,FALSE,37600
2005,Ford,Focus ST,ST,Red,Black / Red,Front-wheel Drive,Gasoline,5-Speed Manual,42116,FALSE,TRUE,TRUE,10995
2009,Ford,Explorer Sport Trac,Limited,Silver,Black,Rear-wheel Drive,Gasoline,5-Speed Automatic,90649,FALSE,TRUE,TRUE,17995
2017,Ford,Focus Electric,Base,Ingot Silver,Medium Light Stone,Front-wheel Drive,Electric,1-Speed Automatic,15187,FALSE,FALSE,TRUE,16778
2008,Ford,Mustang,GT Premium,Black,Black,Rear-wheel Drive,Gasoline,5-Speed Manual,75324,TRUE,FALSE,TRUE,15995
2022,Ford,Bronco,Black Diamond,Silver,Black Onyx,Four-wheel Drive,Gasoline,7-Speed Manual,1880,FALSE,TRUE,TRUE,49990
2018,Ford,F-150,Lariat,Ingot Silver,Gray,Four-wheel Drive,Gasoline,10-Speed Automatic,40526,FALSE,TRUE,TRUE,40880
2019,Ford,F-350,Platinum,White Platinum,Black,Four-wheel Drive,Diesel,6-Speed Automatic,120561,FALSE,TRUE,FALSE,59900
2022,Ford,Edge,ST Line,Carbonized Gray Metallic,Ebony,All-wheel Drive,Gasoline,8-Speed Automatic,4358,FALSE,FALSE,FALSE,45900
2019,Ford,Expedition Max,XLT,Agate Black Metallic,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,53653,FALSE,FALSE,FALSE,41998
2012,Ford,Fiesta,S,Violet Gray Metallic,Gray,Front-wheel Drive,Gasoline,5-Speed Manual,134062,FALSE,TRUE,TRUE,5988
2022,Ford,F-350,Limited,Star White,Navy Pier,Four-wheel Drive,Diesel,10-Speed Automatic,18165,FALSE,TRUE,FALSE,99991
2022,Ford,F-150,XLT,Iconic Silver Metallic,Medium Dark Slate,Four-wheel Drive,Gasoline,10-Speed Automatic,2716,FALSE,FALSE,FALSE,67630
2004,Ford,Excursion,Limited,Pewter,Medium Parchment,Rear-wheel Drive,Diesel,5-Speed Automatic,169617,FALSE,FALSE,TRUE,18488
2019,Ford,Flex,SEL,Agate Black,Dark Earth Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,23668,TRUE,TRUE,TRUE,26481
2017,Ford,Expedition EL,XLT,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,6-Speed Automatic,97333,FALSE,FALSE,FALSE,19888
2020,Ford,Mustang,EcoBoost,Rapid Red Metallic Tinted Clearcoat,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,50135,TRUE,TRUE,TRUE,25481
2019,Ford,Explorer,XLT,White,Black,Front-wheel Drive,Gasoline,Automatic,103490,FALSE,TRUE,FALSE,24990
2020,Ford,Mustang,EcoBoost,Oxford White,Black,Rear-wheel Drive,Gasoline,10-Speed Automatic,58320,TRUE,TRUE,FALSE,24299
2017,Ford,Shelby GT350,Base,Oxford White,Ebony,Rear-wheel Drive,Gasoline,6-Speed Manual,29183,FALSE,FALSE,TRUE,53468
2020,Ford,Mustang,GT,Magnetic Metallic,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,7764,FALSE,TRUE,TRUE,40799
2013,Ford,Explorer,Limited,Sterling Gray Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,121823,TRUE,FALSE,TRUE,10995
2018,Ford,F-150,XL,Charcoal,Gray,Rear-wheel Drive,Gasoline,Automatic,93709,FALSE,FALSE,TRUE,27990
2012,Ford,Transit Connect,XLT,Frozen White,Dark Gray,Front-wheel Drive,Gasoline,4-Speed Automatic,16477,FALSE,FALSE,FALSE,16981
2022,Ford,Mustang Mach-E,GT,Space White Metallic,Black Onyx,All-wheel Drive,Electric,1-Speed Automatic,13770,FALSE,TRUE,TRUE,53653
2017,Ford,Mustang,GT Premium,Ruby Red,Ebony,Rear-wheel Drive,Gasoline,Manual,14088,TRUE,TRUE,TRUE,34000
2013,Ford,Focus,S,Ingot Silver Metallic,Charcoal Black,Front-wheel Drive,E85 Flex Fuel,6-Speed Automatic with Auto-Shift,91312,TRUE,FALSE,TRUE,7771
2019,Ford,Edge,SEL,Agate Black Metallic,Ebony,All-wheel Drive,Gasoline,8-Speed Automatic,52763,FALSE,FALSE,FALSE,22913
2021,Ford,Bronco Sport,First Edition,Area 51,Navy Pier,Four-wheel Drive,Gasoline,8-Speed Automatic,2079,FALSE,FALSE,FALSE,37348
2020,Ford,F-150,XLT,Oxford White,Medium Earth Gray,Rear-wheel Drive,Gasoline,Automatic,43161,FALSE,TRUE,TRUE,31102
2020,Ford,F-150,XLT,Magnetic,Medium Earth Gray,Four-wheel Drive,Gasoline,Automatic,72192,FALSE,TRUE,FALSE,34500
2018,Ford,Expedition,Limited,Magnetic,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,69979,FALSE,TRUE,TRUE,36827
2017,Ford,C-Max Energi,SE,Kona Blue Metallic,Medium Light Stone,Front-wheel Drive,Hybrid,Automatic CVT,75690,TRUE,FALSE,TRUE,15485
2020,Ford,Shelby GT500,Base,Oxford White,Ebony,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3089,FALSE,TRUE,TRUE,91995
2018,Ford,F-150,XL,Black,Black,Four-wheel Drive,Gasoline,Automatic,46185,FALSE,FALSE,TRUE,29999
2022,Ford,Mustang Mach-E,Select,Space White Metallic,Black Onyx,Rear-wheel Drive,Electric,1-Speed Automatic,2721,FALSE,TRUE,TRUE,46995
2011,Ford,F-150,Lariat,Silver,Pale Adobe,Four-wheel Drive,Gasoline,6-Speed Automatic,125473,TRUE,FALSE,TRUE,23989
2021,Ford,Expedition,XLT,White,Medium Stone,Four-wheel Drive,Gasoline,10-Speed Automatic,28259,FALSE,TRUE,FALSE,48988
2021,Ford,Bronco Sport,Badlands,Shadow Black,Ebony,Four-wheel Drive,Gasoline,8-Speed Automatic,31229,FALSE,TRUE,TRUE,33488
1987,Ford,Mustang,GT,Red,Red,Rear-wheel Drive,Gasoline,Manual,14466,FALSE,FALSE,FALSE,28888
2016,Ford,F-250,XLT,Oxford White,Steel,Rear-wheel Drive,E85 Flex Fuel,6-Speed Automatic,49891,FALSE,FALSE,TRUE,35595
2019,Ford,F-250,Lariat,Oxford White,Black,Four-wheel Drive,Diesel,6-Speed Automatic,50438,FALSE,TRUE,FALSE,63999
2018,Ford,F-150,XLT,BLACK/GREY,ORANGE,Four-wheel Drive,Gasoline,Automatic,971,FALSE,FALSE,TRUE,198888
2013,Ford,Fusion,SE,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,Front-wheel Drive,Gasoline,Automatic,116783,TRUE,FALSE,FALSE,7994
2005,Ford,Mustang,Deluxe,Red,Black,Rear-wheel Drive,Gasoline,Automatic,117317,FALSE,FALSE,TRUE,8999
2014,Ford,C-Max Energi,SEL,Gray,Tan,Front-wheel Drive,Hybrid,Automatic CVT,91215,FALSE,FALSE,TRUE,12485
2009,Ford,Escape Hybrid,,White Suede,Stone,Front-wheel Drive,Hybrid,Automatic CVT,56395,FALSE,TRUE,FALSE,11399
2019,Ford,Expedition Max,Limited,White,Black,Rear-wheel Drive,Gasoline,10-Speed Automatic,42059,FALSE,TRUE,FALSE,42000
2017,Ford,C-Max Energi,SE,Gray,Black,Front-wheel Drive,Hybrid,Automatic CVT,69485,TRUE,FALSE,TRUE,15998
2020,Ford,F-150,XLT,White,Medium Earth Gray,Four-wheel Drive,Gasoline,10-Speed Automatic,20950,FALSE,FALSE,FALSE,40504
2021,Ford,Bronco Sport,Base,Cactus Green / Gray,Ebony,Four-wheel Drive,Gasoline,8-Speed Automatic,37696,FALSE,TRUE,TRUE,28995
2005,Ford,F-150,XL,White,Gray,Rear-wheel Drive,Gasoline,4-Speed Automatic,137834,FALSE,FALSE,FALSE,8777
2015,Ford,Transit-250,148 WB Medium Roof Cargo,Oxford White,Charcoal,Rear-wheel Drive,E85 Flex Fuel,6-Speed Automatic,110977,FALSE,TRUE,TRUE,27995
2020,Ford,F-150,Platinum,Gray,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,64244,FALSE,TRUE,FALSE,40990
2014,Ford,C-Max Energi,SEL,Oxford White,Medium Light Stone,Front-wheel Drive,Hybrid,Automatic CVT,68555,FALSE,FALSE,TRUE,15785
2022,Ford,F-150,Lariat,Oxford White,Black,Four-wheel Drive,Gasoline,Automatic,16034,FALSE,TRUE,FALSE,52692
2016,Ford,Shelby GT350,Base,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,6-Speed Manual,62000,TRUE,FALSE,TRUE,45950
2020,Ford,Transit Connect,XLT,White,Palazzo Gray,Front-wheel Drive,Gasoline,Automatic,25371,FALSE,FALSE,FALSE,34997
2013,Ford,C-Max Energi,SEL,Tuxedo Black Metallic,Charcoal Black,Front-wheel Drive,Hybrid,Automatic CVT,143675,FALSE,TRUE,TRUE,7989
2013,Ford,Mustang,Boss 302,White,Charcoal Black,Rear-wheel Drive,Gasoline,Manual,27139,FALSE,FALSE,TRUE,40718
2013,Ford,Mustang,GT,Deep Impact Blue Metallic,Black,Rear-wheel Drive,Gasoline,6-Speed Manual,53272,FALSE,TRUE,TRUE,27300
2020,Ford,Mustang,EcoBoost,Blue,Black,Rear-wheel Drive,Gasoline,10-Speed Automatic,35125,FALSE,TRUE,TRUE,27998
2011,Ford,Mustang,V6 Premium,Silver,Tan,Rear-wheel Drive,Gasoline,"Automatic, 6-Spd w/Overdrive",106552,TRUE,FALSE,FALSE,10695
2020,Ford,Mustang,GT,Gray,Black,Rear-wheel Drive,Gasoline,6-Speed Manual,11119,FALSE,TRUE,TRUE,36998
2017,Ford,Focus RS,Base,Shadow Black,Charcoal Black,All-wheel Drive,Gasoline,6-Speed Manual,50528,FALSE,FALSE,TRUE,34999
2020,Ford,Shelby GT350,Base,Magnetic,Ebony,Rear-wheel Drive,Gasoline,6-Speed Manual,15240,FALSE,TRUE,TRUE,61987
2019,Ford,F-150,XLT,Agate Black Metallic,Dark Earth Gray,Four-wheel Drive,Gasoline,Automatic,126130,FALSE,FALSE,FALSE,27900
2019,Ford,Fusion Hybrid,SE,White,Black,Front-wheel Drive,Hybrid,Automatic CVT,38350,FALSE,TRUE,FALSE,21998
2006,Ford,Escape Hybrid,Base,Dark Shadow Gray Clearcoat,Medium / Dark Flint,Front-wheel Drive,Hybrid,Automatic CVT,43448,TRUE,FALSE,TRUE,10234
2017,Ford,C-Max Energi,SE,Shadow Black,Charcoal Black,Front-wheel Drive,Gasoline,Automatic,85102,TRUE,FALSE,TRUE,12500
2015,Ford,Fusion Hybrid,SE,White,Tan,Front-wheel Drive,Hybrid,Automatic CVT,50341,FALSE,FALSE,FALSE,18998
2021,Ford,Explorer,Limited,Oxford White,Sandstone,Four-wheel Drive,Gasoline,10-Speed Automatic,26127,FALSE,TRUE,FALSE,37900
2020,Ford,F-150,King Ranch,Blue,Java,Rear-wheel Drive,Gasoline,Automatic,75413,FALSE,TRUE,FALSE,38995
2022,Ford,Edge,SEL,Carbonized Gray Metallic,Ebony,All-wheel Drive,Gasoline,8-Speed Automatic,26541,FALSE,FALSE,FALSE,30190
2020,Ford,F-150,Lariat,Oxford White,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,72302,FALSE,TRUE,FALSE,39383
2017,Ford,F-250,Lariat,Magnetic,Black,Four-wheel Drive,Diesel,6-Speed Automatic,69442,FALSE,TRUE,TRUE,60799
2021,Ford,Mustang Mach-E,Premium,Space White Metallic,Black Onyx,All-wheel Drive,Electric,1-Speed Automatic,20549,FALSE,TRUE,TRUE,44000
2021,Ford,Mustang Mach-E,Premium,Space White Metallic,Black Onyx,Rear-wheel Drive,Electric,1-Speed Automatic,22405,TRUE,TRUE,TRUE,44995
2013,Ford,C-Max Hybrid,SEL,Sterling Gray Metallic,Charcoal Black,Front-wheel Drive,Hybrid,Automatic CVT,68316,FALSE,FALSE,TRUE,12499
2016,Ford,C-Max Energi,SEL,Black,Charcoal Black,Front-wheel Drive,Hybrid,Automatic CVT,115080,TRUE,FALSE,TRUE,11950
2019,Ford,Shelby GT350,Base,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,6-Speed Manual,22911,FALSE,FALSE,TRUE,64500
2021,Ford,Mustang Mach-E,California Route 1,Star White,Black Onyx,Rear-wheel Drive,Electric,1-Speed Automatic,11140,FALSE,TRUE,TRUE,49792
2021,Ford,Mustang Mach-E,California Route 1,White,Black Onyx,Rear-wheel Drive,Electric,1-Speed Automatic,29550,FALSE,TRUE,FALSE,44990
2014,Ford,Focus ST,Base,Black,Gray,Front-wheel Drive,Gasoline,6-Speed Manual,79268,FALSE,FALSE,TRUE,15750
2018,Ford,F-150,XLT,Toreador Red,Gray,Rear-wheel Drive,E85 Flex Fuel,6-Speed Automatic,53337,FALSE,FALSE,FALSE,29103
2021,Ford,Mustang Mach-E,Premium,Rapid Red Metallic Tinted Clearcoat,Black Onyx,Rear-wheel Drive,Electric,1-Speed Automatic,18872,FALSE,TRUE,TRUE,44979
2018,Ford,C-Max Hybrid,SE,Ingot Silver,Medium Light Stone,Front-wheel Drive,Hybrid,Automatic CVT,53861,FALSE,FALSE,TRUE,18399
2002,Ford,Thunderbird,Deluxe,Inspiration Yellow,Midnight Black,Rear-wheel Drive,Gasoline,5-Speed Automatic,157871,FALSE,TRUE,TRUE,9995
2020,Ford,F-150,XLT,Agate Black Metallic,Medium Earth Gray,Four-wheel Drive,Gasoline,Automatic,62635,FALSE,FALSE,FALSE,37995
2021,Ford,Expedition Max,Limited,Agate Black Metallic,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,41783,FALSE,TRUE,FALSE,53321
2017,Ford,Expedition,XLT,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,6-Speed Automatic,53958,FALSE,FALSE,TRUE,26130
2022,Ford,Explorer,XLT,Iconic Silver Metallic,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,4831,FALSE,FALSE,FALSE,42988
2022,Ford,Mustang Mach-E,Select,Shadow Black,Black Onyx,Rear-wheel Drive,Electric,1-Speed Automatic,4112,FALSE,TRUE,TRUE,45991
2010,Ford,E250,Cargo,White,Gray,Rear-wheel Drive,E85 Flex Fuel,Automatic,58988,FALSE,TRUE,FALSE,11500
2022,Ford,Explorer,XLT,Star White,Light Slate,Rear-wheel Drive,Gasoline,10-Speed Automatic,6748,FALSE,FALSE,FALSE,45988
2022,Ford,Explorer,XLT,Iconic Silver Metallic,Light Slate,Rear-wheel Drive,Gasoline,10-Speed Automatic,4586,FALSE,TRUE,FALSE,43988
2018,Ford,C-Max Hybrid,SE,Magnetic Metallic,Charcoal Black,Front-wheel Drive,Hybrid,Automatic CVT,51084,FALSE,FALSE,TRUE,18992
2018,Ford,F-150,XL,Shadow Black,Medium Earth Gray,Rear-wheel Drive,Gasoline,Automatic,111148,FALSE,FALSE,FALSE,20981
2020,Ford,Transit-350,XLT,Oxford White,Dark Palazzo Gray,Rear-wheel Drive,Gasoline,10-Speed Automatic,70287,FALSE,TRUE,FALSE,40981
2022,Ford,Mustang Mach-E,GT,Cyber Orange Metallic Tricoat,Black Onyx,All-wheel Drive,Electric,1-Speed Automatic,8205,FALSE,TRUE,TRUE,62547
2015,Ford,Fusion,SE,Gray,Gray,Front-wheel Drive,Gasoline,Automatic 6-Speed,104859,FALSE,FALSE,TRUE,12987
2022,Ford,Expedition,XLT,Oxford White,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,22020,FALSE,TRUE,FALSE,61888
2008,Ford,Shelby GT500,Base,Performance White Clearcoat,Black,Rear-wheel Drive,Gasoline,6-Speed Manual,115695,TRUE,FALSE,FALSE,22795
2020,Ford,Transit-250,Base,Oxford White,Dark Palazzo Gray,Rear-wheel Drive,Gasoline,10-Speed Automatic,51033,FALSE,TRUE,FALSE,39795
2022,Ford,Mustang Mach-E,California Route 1,Silver,Black Onyx,All-wheel Drive,Electric,1-Speed Automatic,6956,FALSE,TRUE,TRUE,54357
2020,Ford,F-150,Raptor,Red,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,31882,FALSE,TRUE,TRUE,72023
2017,Ford,F-350,Lariat Super Duty,White Platinum Tri-Coat Metallic,Black,Four-wheel Drive,Diesel,6-Speed Automatic,45768,FALSE,TRUE,TRUE,64998
